tab_parameters_desc,温度、Token 与上下文,Temperature, Tokens & Context,温度、Token、コンテキスト,,
tab_tools_desc,代码执行与内置工具,Code Execution & Tools,コード実行と組み込みツール,,,
tab_appearance_desc,主题模式与语音输入,Theme & Voice,テーマと音声入力,,,
tab_backup_desc,配置数据导入与导出,Import & Export Data,設定データをインポート/エクスポート,,,
tab_legal_desc,水印设置与用户政策,License, Watermark & Terms,許可、透かし、法的事項,,
tab_about_desc,项目详情,Details & License,詳細とライセンス,,,
main_menu,主菜单,Main Menu,メインメニュー,,,
settings_categories,设置分类,Settings Categories,設定カテゴリー,,,
settings_categories_desc,选择要配置的菜单分类及功能,Select a category to configure,設定するカテゴリーを選択,,,
total_tokens_consumed,累计 Token 消耗,Total Tokens Consumed,累積Token消費,,,
avg_tokens_per_chat,平均每会话消耗,Avg. Tokens per Chat,チャット平均Token,,,
total_chats_count,对话总数,Total Chats,チャット総数,,,
current_quota_status,当前配额状态,Current Quota Status,現在のクォータ状態,,,
set_token_limit,设置限额 (Tokens):,Token Limit:,上限設定 (Tokens):,,,
quota_usage_rate,额度使用率,Quota Usage Rate,使用率,,,
custom_limit,自定义上限,Custom Limit,カスタム上限,,,
about_usage_stats,关于用量统计,About Usage Stats,使用量統計について,,,
usage_stats_disclaimer,统计基于本设备历史对话，实际账单以服务商控制台为准。,Stats based on local history. Actual billing: see provider console.,統計はローカル履歴に基づきます。実際の請求額はプロバイダーのコンソールを確認してください。,,,
top_usage_chats,高消耗对话排行,Top Token Usage Chats,高消費チャットランキング,,,
no_usage_stats,暂无对话消耗统计数据,No usage statistics available,統計データがありません,,,
theme_mode,主题模式,Theme Mode,テーマモード,,,
theme_mode_desc,选择界面外观。,Choose appearance.,テーマを選択してください。,,,
auto,自动,Auto,自動,,,
voice_auto_desc,根据支持情况自动显示,Automatically show if supported,サポート状況に応じて自動表示,,,
on,开启,On,オン,,,
voice_on_desc,始终显示语音按钮,Always show voice button,常に音声ボタンを表示,,,
off,关闭,Off,オフ,,,
voice_off_desc,始终隐藏语音按钮,Always hide voice button,常に音声ボタン非表示,,,
startup_behavior,启动行为,Startup Behavior,起動時の動作,,,
startup_behavior_desc,选择启动时的默认操作。,Choose startup action.,起動時の動作を選択。,,,
continue_last_chat,继续上个对话,Continue Last Chat,前回のチャットを続行,,,
continue_last_chat_desc,自动打开最近一次对话,Open recent chat,直近のチャットを自動で開く,,,
start_new_chat,开启新对话,Start New Chat,新しいチャットを開始,,,
start_new_chat_desc,每次启动都开启新对话,Start with a new chat,起動時に新しいチャットを開始,,,
back_to_about,返回,Back to About,关于に戻る,,,
important_security_notice,重要安全提示,Important Security Notice,重要なセキュリティ上の注意,,,
backup_security_desc,导出文件包含 API 密钥、SSH 密码等敏感信息，请妥善保管，勿分享给他人。,Exports contain API keys and SSH passwords. Keep safe and do not share.,エクスポートファイルにはAPIキーやSSHパスワードが含まれます。保管し、共有しないでください。,,,
export_disabled,导出功能已关闭,Export Feature Disabled,エクスポート機能オフ,,,
export_disabled_desc,您已在设置中关闭导出功能，可在“导出设置”标签中重新开启,Exports disabled in settings. Re-enable in Export Settings.,エクスポートは設定で無効になっています。,,,
export_settings,导出设置,Export Settings,設定をエクスポート,,,
export_settings_desc,将当前配置保存到本地 JSON 文件,Save current config to local JSON file,現在の設定をローカルJSONファイルに保存,,,
import_settings,导入设置,Import Settings,設定をインポート,,,
import_settings_desc,从本地 JSON 文件恢复配置,Restore config from local JSON file,ローカルJSONファイルから設定を復元,,,
danger_zone,危险区域,Danger Zone,危険エリア,,,
clear_data_warning,清除所有本地数据，包括对话、API 配置、提示词和 VFS 文件。此操作不可撤销。,Clears all local data: chats, API config, prompts, VFS files. Irreversible!,すべての会話、API設定、プロンプト、VFSファイルを消去。元に戻せません。
clear_all_data_now,立即清空所有本地数据,Clear All Local Data Now,ローカルデータを今すぐ全消去,,,
backup_contents_title,备份包含以下内容：,Backup includes:,バックアップに含まれる内容：,,,
preset_provider,预设供应商,Preset Provider,プリセットプロバイダー,,,
select_provider,选择供应商,Select provider,プロバイダーを選択,,,
add_custom_config,添加自定义配置,Add Custom Config,カスタム設定を追加,,,
config_name,配置名称,Config Name,設定名,,,
api_type,API 类型,API Type,APIタイプ,,,
auto_detect,自动识别,Auto Detect,自動認識,,,
api_url,API 地址,API Address,APIアドレス,,,
refresh_list,刷新列表,Refresh List,リスト更新,,,
custom,自定义,Custom,カスタム,,,
image_generation,图像生成,Image Generation,画像生成,,,
video_generation,视频生成,Video Generation,動画生成,,,
provider_label,供应商,Provider,プロバイダー,,,
use_global_provider,使用全局供应商设置,Use Global Provider Settings,グローバルプロバイダー設定を使用,,,
image_model,图像模型,Image Model,画像モデル,,,
video_model,视频模型,Video Model,動画モデル,,,
refresh,刷新,Refresh,更新,,,
system_prompt_role,角色设定 (System Prompt),System Prompt,システムプロンプト,,,
system_prompt_placeholder,例如：你是一个有用的 AI 助手...,e.g. You are a helpful AI assistant...,例：あなたは役立つAIアシスタントです...,,,
auto_evolve,自动进化 (Auto Evolve),Auto Evolve,自動進化,,,
auto_evolve_desc,开启后，AI 根据每次回复自动更新角色设定并加入记忆,AI auto-updates character prompt with memories,応答ごとにプロンプトへ記憶を自動追加,,,
auto_gen_title,自动生成对话标题,Auto Generate Chat Title,チャットタイトルの自動生成,,,
auto_gen_title_desc,开启后，新对话首条消息将自动生成标题,Auto-generate title on first message,最初のメッセージでタイトルを自動生成,,,
auto_title_prompt_label,自动命名 Prompt 模板,Auto Title Prompt Template,自動命名プロンプトテンプレート,,,
reset_default,重置默认,Reset Default,デフォルトに戻す,,,
auto_title_prompt_hint,首条消息将附在此 Prompt 后发送给 AI 生成标题。,First message is appended to this prompt for title generation.,最初のメッセージをプロンプト末尾に追加してタイトルを生成。,,,
preload_pyodide,预加载 Python 运行时 (Preload Pyodide),Preload Python Runtime (Pyodide),Pythonランタイムの事前ロード,,,
preload_pyodide_desc,开启后，启动时预加载 Python 运行时，避免首次使用卡顿,Preload Python runtime at startup to avoid first-use lag,起動時にPythonをプリロードし、初回遅延を防止,,,
temperature_label,随机性 (Temperature),Temperature,ランダム性 (Temperature),,,
precise,精确,Precise,正確,,,
creative,创造性,Creative,創造的,,,
max_tokens_label,最大回复长度 (Max Tokens),Max Tokens,最大応答長 (Max Tokens),,,
hot_zone_rounds,压缩保留热区轮数 (Hot Zone Rounds),Hot Zone Rounds,熱域保持ラウンド数,,,
hot_zone_rounds_desc,压缩对话时，最新 N 轮完整保留，更早的历史由 LLM 压缩为摘要。,Recent N rounds kept intact; older messages compressed into summary.,直近Nラウンドを保持し、過去の会話をLLMで要約。,,,
compression_intensity,上下文压缩强度,Context Compression Intensity,コンテキスト圧縮強度,,,
compression_intensity_desc,选择历史对话压缩的总结深度,Summary depth when compressing history,会話圧縮時の要約の深さを選択,,,
intensity_low,低强度,Low,低,,,
intensity_low_desc,保留更多细节,Retain details,詳細を保持,,,
intensity_medium,均衡,Balanced,バランス,,,
intensity_medium_desc,保留较少细节,Deep summary,深層要約,,,
intensity_high,高强度,High,高,,,
intensity_high_desc,保留更少细节,Core extract,核心のみ抽出,,,
tools_extension_title,工具扩展功能,Tools & Extensions,ツール拡張機能,,,
tools_extension_desc,启用工具扩展，让 AI 可访问实时信息、处理文件或执行计算。,Enable tools for web access, file processing, and calculations.,リアルタイム検索、ファイル処理、計算をAIに提供,
tavily_search_key,Tavily 搜索 API 密钥 (用于联网搜索工具),Tavily Search API Key (For web search tool),Tavily 検索 APIキー,,,
get_key,获取密钥,Get Key,キーを取得,,,
recommended,推荐,Recommended,おすすめ,,,
mcp_servers,MCP 服务器 (Model Context Protocol),MCP Servers (Model Context Protocol),MCPサーバー,,,
add_server,添加服务器,Add Server,サーバー追加,,,
no_mcp_servers,尚未添加任何 MCP 服务器,No MCP servers added yet,MCPサーバーがまだ追加されていません,,,
builtin_tools_list,内置工具列表,Built-in Tools List,組み込みツール一覧,,,
tool_web_search,联网搜索,Web Search,ネット検索,,,
tool_web_search_desc,基于 Tavily 的实时联网搜索,Real-time web search via Tavily,TavilyによるリアルタイムWeb検索,,,
tool_code_exec,代码执行,Code Execution,コード実行,,,
tool_code_exec_desc,执行 JS 代码并输出结果,Execute JS code and show output,JSコードを実行し結果を出力,,,
tool_file_proc,文件处理,File Processing,ファイル処理,,,
tool_file_proc_desc,创建和读取 VFS 文件,Create and read VFS files,VFSファイルの作成と読み込み,,,
tool_unit_conv,单位转换,Unit Conversion,単位変換,,,
tool_unit_conv_desc,长度、重量、温度转换,Length, weight, temp conversion,長さ、重量、温度を変換,
tool_sec_pwd,安全密码,Secure Password,安全なパスワード,,,
tool_sec_pwd_desc,生成强随机密码,Generate strong random passwords,強力なランダムパスワードを生成,,,
tool_color_tool,颜色工具,Color Tools,カラーツール,,,
tool_color_tool_desc,Hex/RGB 转换与随机取色,Hex/RGB conversion and color picker,Hex/RGB変換とランダムカラー,,,
tool_base64,Base64,Base64,Base64,,,
tool_base64_desc,文本编码与解码,Text encode and decode,テキストのエンコードとデコード,,,
github_repo,GitHub 开源仓库,GitHub Repository,GitHubリポジトリ,,,
export_and_compliance,导出设置,Export Settings,エクスポート設定,,,
export_compliance_desc,配置水印设置、查看用户政策,Configure export permissions, watermarks & view terms.,エクスポート権限、透かし、法的規約を設定,,
backup_restore_desc,导入或导出完整配置，包括 API 密钥、模型列表与界面偏好。,Import or export full config including keys and preferences.,設定、APIキー、プリファレンスをインポート/エクスポート,,,
export_permission_watermark,导出许可与水印设置,Export Permission & Watermark,エクスポート許可と透かし設定,,,
export_mode_notice,可随时重新配置导出与水印模式。关闭导出后，界面将隐藏所有下载与导出按钮。,Reconfigure export and watermark modes anytime. Disabling hides all download buttons.,エクスポート無効時はダウンロードボタンを非表示,,,
export_agree_no_watermark,开启导出：同意并去除显式水印,Enable Export: Agree & remove explicit watermark,出力許可：同意して明示的な透かしを削除,,,
export_agree_no_watermark_desc,允许导出对话与文件。去除可见的【人工智能生成】标注，文件内部保留溯源元数据。,Allow export without visible watermark. Metadata remains.,会話とファイルの出力を許可。透かしは非表示、メタデータは保持,,,
export_agree_with_watermark,开启导出：同意并保留显式水印,Enable Export: Agree & keep explicit watermark,出力許可：同意して透かしを保持,,,
export_agree_with_watermark_desc,允许导出对话与文件。导出的图片与文档保留可见的【人工智能生成】标注。,"Allow export with visible ""AI Generated"" watermark.",会話とファイルの出力を許可。【人工智能生成】透かしを表示,,,
export_disable_option,不同意并关闭导出功能,Disable Export Feature,エクスポート機能をオフにする,,,
export_disable_option_desc,禁用所有导出与下载，界面隐藏相关按钮。,Disable all export and download buttons.,すべてのダウンロードとエクスポートボタンを非表示,,,
compliance_and_legal,用户政策,Legal Terms,法的規約,,,
compliance_legal_desc,查看隐私政策、服务协议与导出条款。,View privacy policy, terms, and export notice.,プライバシーポリシー、利用規約、エクスポート注意事項を確認,
privacy_policy,隐私政策,Privacy Policy,プライバシーポリシー,,,
user_agreement,用户服务协议,User Service Agreement,利用規約,,,
export_notice,导出使用须知,Export Notice,エクスポート利用案内,,,
ssh_config_title,SSH 远程调用配置,SSH Remote Bridge Config,SSHリモート設定,,,
ssh_config_desc,配置远程服务器，允许模型通过 SSH 执行命令。,Configure remote servers for AI to execute commands via SSH.,AIがSSH経由でコマンド実行できるよう設定,,,
add_server_button,添加服务器,Add Server,サーバー追加,,,
ssh_bridge_url,SSH Bridge URL (代理中转地址),SSH Bridge URL,SSHブリッジURL,,,
ssh_bridge_placeholder,例如: https://your-ssh-bridge.com/api/ssh,E.g. https://your-ssh-bridge.com/api/ssh,例: https://your-ssh-bridge.com/api/ssh,,,
ssh_bridge_hint,受系统安全限制，无法直接建立 SSH 连接，需通过 Node.js 代理中转。,Direct SSH is restricted by system security. A Node.js proxy is required.,システムのセキュリティ制限により、Node.jsプロキシが必要です。,,,
no_remote_servers,尚未配置任何远程服务器,No remote servers configured yet,リモートサーバーが設定されていません,,,
host_address,主机地址,Host Address,ホストアドレス,,,
port,端口,Port,ポート,,,
username,用户名,Username,ユーザー名,,,
password_or_key,密码或密钥,Password or Key,パスワードまたはキー,,,
light,亮色,Light,ライト,,,
dark,暗色,Dark,ダーク,,,
follow_system,跟随系统,System,システム,,,
last_updated,最近更新日期：,Last Updated: ,最終更新日：,,,
read_export_notice_hint,导出前请完整阅读本须知,Read this notice before exporting.,エクスポート前に本注意事項をお読みください。,,,
privacy_terms,隐私政策,Privacy Policy Terms,プライバシーポリシー条項,,,
local_app_notice,本应用为纯本地运行，不收集云端数据，也无后端存储。,This app runs locally. No cloud data collection or backend storage.,このアプリはローカルで動作します。クラウド収集やバックエンド保存はありません。,,,
export_mode_prompt_title,请选择您的导出许可及水印方式（可在设置中随时重新配置）：,Choose export license & watermark mode:,エクスポート許可と透かしモードを選択してください：,,,
agree_no_watermark_short,同意并去除显式水印,Agree & No Watermark,同意して透かしを削除,,,
keep_implicit_metadata,保留内部隐式元数据,Keep metadata,メタデータを保持,,,
agree_with_watermark_short,同意并保留显式水印,Agree & Watermark,同意して透かしを保持,,,
includes_ai_label,包含【人工智能生成】标注,Includes AI label,人工智能生成ラベルを含む,,,
disagree_disable_export,不同意并关闭导出功能,Disagree & Disable,同意せず無効化,,,
hides_all_download_buttons,关闭后隐藏所有下载按钮,Hides all downloads,ダウンロードボタンを非表示,,,
close,关闭,Close,閉じる,,,
retain_recent_1_round,保留最新 1 轮,Retain 1 round,直近1ラウンド保持,,,
retain_recent_20_rounds,保留最新 20 轮,Retain 20 rounds,直近20ラウンド保持,,,
server_name,服务器名称,Server Name,サーバー名,,,
backup_data_desc,导入或导出完整配置数据。,Import or export full config.,設定データをインポートまたはエクスポート。,,,
important_security_notice_title,重要安全提示,Security Notice,重要なセキュリティ通知,,,
backup_includes_desc,备份包含以下内容：,Backup includes:,バックアップ内容：,,,
backup_item_api,所有模型供应商 API 地址和密钥,API addresses and keys,APIアドレスとキー,,,
backup_item_params,对话参数（随机性、长度限制等）,Chat parameters,対話パラメータ,,,
backup_item_custom,自定义模型供应商配置,Custom providers,カスタムプロバイダー,,,
backup_item_tools,工具扩展（搜索 API 密钥、MCP 服务器）,,,,,
backup_item_ssh,远程服务器 (SSH) 连接配置,SSH configurations,SSH設定,,,
clear_data_confirm_msg,确定清空所有数据？将删除所有对话、设置和文件，并重新加载页面。,Clear all data? This deletes everything and is irreversible.,すべてのデータを消去しますか？すべて削除され、元に戻せません。,,,
danger_clear_data_title,危险：清空所有数据,Danger: Clear All Data,危険：全データ消去,,,
thorough_clear,彻底清空,Clear All,完全に消去,,,
error_clearing_data,清除数据时出错: ,Error clearing data: ,データ消去エラー: ,,,
new_server,新服务器,New Server,新規サーバー,,,
auto_title_prompt_placeholder,请输入生成标题的 Prompt 指令...,Enter title generation prompt...,タイトル生成プロンプトを入力...,,,
auto_title_prompt_default,为用户消息生成极简标题（1-4 字），不加引号、标点或对话语气，只返回标题。,Generate a short title (1-4 words). No quotes, punctuation, or conversational tone.,短いタイトル（1〜4語）を生成。引用符、句読点、会話口調は不可。,
settings,设置,Settings,設定,,,
up_move,上移,Move Up,上に移動,,,
down_move,下移,Move Down,下に移動,,,
displayed,已显示,Displayed,表示済み,,,
hidden,已隐藏,Hidden,非表示,,,
import_success,设置导入成功！已自动应用更改。,Settings imported successfully!,設定をインポートしました。,,,
import_failed_format,导入失败：文件格式不正确，缺少必要的配置项。,Import failed: Invalid format.,インポート失敗：形式が正しくありません。,,,
import_failed_parse,导入失败：文件解析错误，请确保是有效的 JSON 文件。,Import failed: Parse error.,インポート失敗：解析エラー。,,,
voice_button_mode,语音按钮,Voice Button,音声ボタン,,,
voice_button_mode_desc,控制输入框语音按钮的显示。,Control voice button visibility.,チャット入力欄の音声ボタンの表示を制御,,,
voice_button_always_show,始终显示语音按钮,Always Show,常に表示,,,
voice_button_always_hide,始终隐藏语音按钮,Always Hide,常に非表示,,,
startup_behavior,启动行为,Startup Behavior,起動時の動作,,,
startup_behavior_desc,选择启动时的默认操作。,Choose the default action when opening the app.,アプリ起動時のデフォルト動作を選択,,,
continue_last_chat,继续上个对话,Continue Last Chat,前回のチャットを継続,,,
continue_last_chat_desc,自动打开最近一次对话,Automatically open the most recent chat,最新のチャットを自動的に開く,,,
start_new_chat,开启新对话,Start New Chat,新しいチャットを開始,,,
start_new_chat_desc,每次启动都开启新对话,Start with a fresh chat every time,起動時に常に新しいチャットを開始,,,
language,界面语言,Interface Language,インターフェース言語,,,
language_desc,选择界面语言。,Choose interface language.,インターフェース言語を選択,,,
theme_mode,主题模式,Theme Mode,テーマモード,,,
theme_mode_desc,选择界面外观。,Choose appearance.,好みの外観を選択,,,
auto,自动,Auto,自動,,,
on,开启,On,オン,,,
off,关闭,Off,オフ,,,
voice_input_button,语音输入按钮,Voice Input Button,音声入力ボタン,,,
voice_auto_desc,根据支持情况自动显示,Auto-show based on support,サポート状況に応じて自動表示,,,
current_quota_status,当前配额状态,Current Quota Status,現在の割り当て状況,,,
set_token_limit,设置限额 (Tokens):,Set Limit (Tokens):,トークン制限を設定 (Tokens):,,,
quota_usage_rate,额度使用率,Quota Usage Rate,使用率,,,
custom_limit,自定义上限,Custom Limit,カスタム制限,,,
about_usage_stats,关于用量统计,About Usage Stats,使用統計について,,,
usage_stats_disclaimer,此统计仅基于您在本设备上的历史对话。实际账单用量请以模型服务商（如 OpenAI, Google Cloud）后台控制台为准。,Stats based on local history. Actual billing: see provider console.,統計はローカル履歴に基づきます。実際の請求額はプロバイダーを確認してください。,,
top_usage_chats,高消耗对话排行,Top Usage Chats,消費量の多いチャット,,,
no_usage_stats,暂无对话消耗统计数据,No usage stats available,使用統計はありません,,,
total_tokens_consumed,累计 Token 消耗,Total Tokens Consumed,累計トークン消費量,,,
avg_tokens_per_chat,平均每会话消耗,Avg Tokens Per Chat,チャットあたりの平均消費量,,,
total_chats_count,对话总数,Total Chats Count,チャット総数,,,
total_tokens,累计 Token 消耗,Total Tokens,累計トークン,,,
avg_tokens,平均每会话消耗,Avg Tokens,平均トークン,,,
chats_count,对话总数,Chats Count,チャット数,,,
interface_toolbar_custom,界面工具栏定制,Toolbar Customization,ツールバーのカスタマイズ,,,
interface_toolbar_desc,拖动卡片或使用上下箭头调整按钮顺序，控制显示与隐藏。,Drag cards or use arrows to reorder and toggle tools.,ドラッグまたは矢印でツール順序と表示を切り替え,,,
restore_all_default,全部恢复默认,Restore All Defaults,すべてデフォルトに戻す,,,
bubble_toolbar_title,消息气泡下方工具栏,Bubble Message Toolbar,メッセージツールバー,,,
bubble_toolbar_desc,拖动卡片调整消息下方工具栏顺序,Drag cards to reorder message toolbar.,ドラッグでメッセージ下ツールバーの順序を変更,,,
reset_this_category,重置此类,Reset Category,このカテゴリをリセット,,,
header_toolbar_title,标题栏右侧工具栏,Header Toolbar,ヘッダーツールバー,,,
header_toolbar_desc,拖动卡片调整标题栏工具栏顺序,Drag cards to reorder header toolbar.,ドラッグでヘッダーツールバーの順序を変更,,,
backup_and_restore,备份与恢复,Backup & Restore,バックアップと復元,,,
